Protein Set,norm(Weighted SC Z1),norm(Weighted SC Z2),norm(Weighted SC Z3),norm(Weighted SC Z4),norm(Weighted SC Z5),norm(Weighted SC Z6),norm(Weighted SC Z7),norm(Weighted SC C1),norm(Weighted SC C2),norm(Weighted SC C3),norm(Weighted SC C4),norm(Weighted SC C5),norm(Weighted SC C6),norm(Weighted SC C7),norm(Weighted SC C8),norm(Weighted SC C9),norm(Weighted SC C10),norm(Weighted SC C11),norm(Weighted SC C12)
TBA4A_HUMAN,4.718208739099995,6.403492887296737,11.938846917344247,23.879528765310187,0.6805776814667954,8.290599317961025,8.672754705291965,22.03262747859615,12.599868612068668,2.150274690864722,1.4095339340392639,20.730786179413517,7.197412710298471,22.44845433483851,4.4650894898633195,1.2395002646233397,1.645818442378161,16.252077161079562,17.10729607264108
EF2_HUMAN,10.737816759882467,6.481924493589462,8.017278046799813,26.055998568166633,5.680577681466795,3.3102073387434965,7.692362249237278,34.150274649616655,21.658692197578922,2.150274690864722,6.409533934039263,10.88764843832465,7.197412710298471,10.566099598510384,4.4650894898633195,5.23950026462334,2.6654262247420526,26.389331876045382,5.2445507876069
TBA1A_HUMAN,8.75742430382778,3.5603558614636075,5.0957096530925385,16.232468371023074,0.6805776814667954,14.329814882688808,7.711969793182591,18.267921820637167,10.717515783089176,2.150274690864722,1.4095339340392639,13.044510697235783,8.19741271029847,7.683746769530891,4.4650894898633195,11.23950026462334,1.6850340071059442,2.526587067848359,7.38180550257272
LDHA_HUMAN,7.57114977532436,3.8430356576824796,13.739500374985848,18.36155391179456,6.51391069690869,6.671318502836514,8.997917592865207,15.872496024128377,6.436469869392886,3.5669413177949587,6.298422769946246,7.776537751068791,5.9751903821124355,11.399432613952278,4.4650894898633195,24.54505560825127,20.38764759925377,14.639331876045382,24.966774069467252
ALDOA_HUMAN,14.737816759882467,10.481924493589462,11.017278046799813,22.055998568166633,6.680577681466795,10.310207338743496,16.692362249237277,27.15027464961666,28.658692197578922,4.1502746908647214,3.409533934039264,12.88764843832465,7.197412710298471,17.566099598510384,4.4650894898633195,24.23950026462334,26.665426224742053,36.38933187604538,36.2445507876069
LDHB_HUMAN,12.904483744440572,9.120813806333603,19.295056672288094,18.7504432245387,10.847244666024901,4.949096174650479,11.386806905609347,12.428052321430622,21.88091357209064,4.733608183143774,3.5206450981322814,7.99875912558051,6.419635038484506,3.7327665830684884,4.4650894898633195,12.933944920995412,8.943203896556017,27.139331876045382,35.52232941309518
ATPA_HUMAN,16.737816759882467,4.481924493589462,14.017278046799813,39.05599856816663,8.680577681466795,21.3102073387435,20.69236224923728,30.15027464961666,17.658692197578922,4.1502746908647214,1.4095339340392639,33.887648438324646,3.19741271029847,19.566099598510384,4.4650894898633195,11.23950026462334,16.665426224742053,21.389331876045382,20.2445507876069
LMNB1_HUMAN,8.737816759882467,14.481924493589464,18.017278046799813,34.05599856816663,15.680577681466797,9.310207338743496,11.692362249237277,9.150274649616657,6.6586921975789215,9.150274690864723,1.4095339340392639,16.88764843832465,6.197412710298471,24.566099598510384,4.4650894898633195,31.23950026462334,15.665426224742053,11.38933187604538,25.2445507876069
BIP_HUMAN,2.188493677912251,5.207262952604355,1.4524811222087495,5.650057558645146,6.680577681466795,1.455275030546475,2.982497632843235,4.039601698872028,2.093895272987857,2.150274690864722,3.409533934039264,1.8876484383246508,14.197412710298469,3.1618442083431466,4.4650894898633195,5.254974107244189,5.825967759165881,11.114669858223115,3.114956938424771
ARP3_HUMAN,10.737816759882467,5.481924493589462,2.017278046799814,24.055998568166633,0.6805776814667954,9.310207338743496,8.692362249237277,17.15027464961666,7.6586921975789215,2.150274690864722,6.409533934039263,12.88764843832465,2.19741271029847,15.566099598510384,4.4650894898633195,11.23950026462334,9.665426224742053,22.389331876045382,14.2445507876069
EF1A1_HUMAN,3.737816759882466,16.481924493589464,7.017278046799814,22.055998568166633,8.680577681466795,8.310207338743496,9.692362249237277,22.15027464961666,15.658692197578922,2.150274690864722,1.4095339340392639,5.887648438324651,4.197412710298471,5.566099598510383,4.4650894898633195,8.23950026462334,6.665426224742053,13.389331876045382,18.2445507876069
COF1_HUMAN,15.737816759882467,10.481924493589462,15.017278046799813,58.05599856816663,10.680577681466795,25.3102073387435,18.692362249237277,27.15027464961666,15.658692197578922,23.150274690864723,20.409533934039263,16.88764843832465,12.197412710298469,24.566099598510384,4.4650894898633195,18.23950026462334,13.665426224742053,26.389331876045382,20.2445507876069
HNRPK_HUMAN,20.737816759882467,10.481924493589462,15.017278046799813,37.05599856816663,20.680577681466797,17.310207338743496,26.69236224923728,21.15027464961666,21.658692197578922,3.150274690864722,5.409533934039263,17.88764843832465,16.19741271029847,18.566099598510384,4.4650894898633195,11.23950026462334,6.665426224742053,27.389331876045382,11.2445507876069
K2C6B_HUMAN,-0.26218324011753413,0.481924493589462,0.01727804679981393,-2.94400143183337,0.6805776814667954,0.3102073387434965,-0.30763775076272193,-1.849725350383343,-0.3413078024210785,2.150274690864722,1.4095339340392639,-1.1123515616753492,2.19741271029847,-0.43390040148961706,4.4650894898633195,-0.7604997353766603,-0.3345737752579474,-1.6106681239546194,-1.7554492123931
XRCC6_HUMAN,-0.26218324011753413,1.481924493589462,6.017278046799814,33.05599856816663,0.6805776814667954,3.3102073387434965,7.692362249237278,3.150274649616657,10.658692197578922,2.150274690864722,1.4095339340392639,10.88764843832465,2.19741271029847,7.566099598510383,4.4650894898633195,8.23950026462334,-0.3345737752579474,11.38933187604538,6.2445507876069
H2B1D_HUMAN,25.38646788292934,21.11706014422423,32.469979615403325,41.32626986943616,16.302199767038086,30.566965074949554,32.14506763253806,13.575950995441854,13.685719327705876,8.163788255928198,5.017642216128497,32.955214356293396,16.224439840425422,35.84312672863734,5.066440870211525,14.273284177282033,14.895156830821154,39.05825430036178,31.291849219003385
SAMH1_HUMAN,-0.26218324011753413,13.481924493589464,9.017278046799813,20.05599856816663,0.6805776814667954,7.3102073387434965,7.692362249237278,11.150274649616657,2.6586921975789215,2.150274690864722,2.409533934039264,6.887648438324651,4.197412710298471,12.566099598510384,4.4650894898633195,4.23950026462334,-0.3345737752579474,4.3893318760453806,12.2445507876069
MYL6_HUMAN,23.737816759882467,31.481924493589464,27.017278046799813,33.05599856816663,26.680577681466797,25.3102073387435,19.692362249237277,12.150274649616657,15.658692197578922,25.150274690864723,16.409533934039263,20.88764843832465,21.197412710298472,19.566099598510384,4.4650894898633195,20.23950026462334,20.665426224742053,22.389331876045382,17.2445507876069
APOA1_HUMAN,-0.26218324011753413,0.481924493589462,0.01727804679981393,-2.94400143183337,0.6805776814667954,0.3102073387434965,-0.30763775076272193,-1.849725350383343,-0.3413078024210785,2.150274690864722,1.4095339340392639,-1.1123515616753492,2.19741271029847,-0.43390040148961706,4.4650894898633195,16.23950026462334,30.665426224742053,49.389331876045375,-0.7554492123931
PDIA3_HUMAN,3.737816759882466,0.481924493589462,6.017278046799814,28.055998568166633,7.680577681466795,10.310207338743496,1.692362249237278,13.150274649616659,4.6586921975789215,8.150274690864721,9.409533934039263,22.88764843832465,7.197412710298471,6.566099598510383,4.4650894898633195,5.23950026462334,-0.3345737752579474,12.38933187604538,8.2445507876069
MYH11_HUMAN,0.7474702089409986,0.49317920746004695,0.033310757471238794,-2.915837965230806,0.6878253436385169,0.32547488968877847,-0.2924037535071582,-1.8270385150049346,-0.3292485925527666,2.151877254988181,1.4103358586553623,-1.0882983214804325,2.2054319564594542,-0.4081046008782403,4.4650894898633195,-0.7328613577548904,-0.3264525846653008,-1.5889161427260294,-1.7287147596984456
H15_HUMAN,25.737816759882467,33.48192449358946,21.5644486858379,46.05599856816663,31.680577681466797,21.593225450926116,15.692362249237277,12.150274649616657,15.658692197578922,21.150274690864723,3.409533934039264,9.88764843832465,7.197412710298471,7.566099598510383,14.01225917522709,6.23950026462334,11.665426224742053,6.3893318760453806,12.2445507876069
1433B_HUMAN,17.86857695275356,10.996221025266708,6.180647225571787,9.716886286367313,8.573447630807616,7.203077764921475,4.866600454193333,10.540664092060505,10.291933851021305,6.885683950660864,9.47569699708858,6.321516369690618,6.852393369783334,18.767984821899056,4.4650894898633195,22.883611897924123,17.56916615394127,9.682516156440888,13.819103323617643
TPM4_HUMAN,12.51413244896938,7.093766649046005,4.813330979539072,-0.14794873751269133,12.851630614206055,9.49441811602621,5.698941171509007,3.1371168050732,8.439424352425114,4.742380079506079,12.975323156756549,10.650806282868107,9.368465643037727,6.362152531249641,4.4650894898633195,4.627658109166797,8.21805760291588,6.547226964241181,-0.5712386735289643
