Protein Set,norm(Weighted SC Z1),norm(Weighted SC Z2),norm(Weighted SC K1),norm(Weighted SC Z3),norm(Weighted SC Z4),norm(Weighted SC Z6),norm(Weighted SC Z5),norm(Weighted SC Z7),norm(Weighted SC K2),norm(Weighted SC K3),norm(Weighted SC K4),norm(Weighted SC K5)
H12_HUMAN,59.61187701059226,45.37086191717738,50.18186697282041,60.03545389847513,57.663744214740895,46.379979331663854,34.79860213899473,45.321762973147266,60.140932936853595,27.850391143689063,51.279780941108875,46.27232403538499
HS90B_HUMAN,25.29769091440085,29.213812738100227,36.151597350017674,29.782703501746617,41.67196488734832,24.098197181395296,31.46273139619688,36.49990933545195,15.779663939661209,28.42262815845957,23.495843486885242,25.851931045272686
H4_HUMAN,97.7975955469692,110.33514490667933,80.06044134415829,113.85688410477395,143.42803025600068,99.83712120788455,80.15530303621152,103.80747693188749,95.87664689559382,64.49324774158946,109.18692358026902,113.16518444798264
PROF1_HUMAN,75.7975955469692,58.33514490667933,42.0604413441583,52.85688410477396,111.42803025600065,50.83712120788456,65.15530303621154,64.80747693188749,64.87664689559382,49.49324774158946,57.18692358026903,55.16518444798265
1433Z_HUMAN,37.61997561288718,43.41684809271449,41.74960836686338,40.89418421463724,51.02838731166472,38.91882820861698,47.148196255205676,37.237317019778125,48.262080092615314,40.18241094959727,46.527949886421375,45.8987545468596
ATPB_HUMAN,30.79759554696921,30.33514490667933,22.060441344158296,36.85688410477396,64.42803025600065,21.837121207884554,29.155303036211528,41.8074769318875,23.876646895593826,6.493247741589455,28.18692358026903,30.165184447982647
LMNB1_HUMAN,21.79759554696921,27.33514490667933,27.060441344158296,28.85688410477396,48.42803025600066,18.837121207884554,19.155303036211528,23.807476931887496,19.876646895593826,14.493247741589455,24.18692358026903,21.939463088729717
H2B1B_HUMAN,26.165336178072724,26.031920343080696,15.763667433635835,25.179462534949742,50.6086790597116,21.159701545408968,25.852076565264262,23.671992236452926,20.992775817102615,16.402925247082617,30.67079504022997,18.907120177963115
NUCL_HUMAN,15.797595546969209,21.33514490667933,25.060441344158296,21.85688410477396,29.42803025600066,21.837121207884554,25.155303036211528,32.8074769318875,25.876646895593826,22.493247741589453,29.18692358026903,27.165184447982647
H2B1C_HUMAN,27.429854915865693,26.63836947027796,17.35721716202939,33.534301859900914,62.247389081684254,27.514538963011507,29.458529507158794,30.942961627322067,28.760517974085037,16.583571189770606,38.703052120308094,17.42325062535081
PPIA_HUMAN,56.79759554696921,32.33514490667933,47.0604413441583,40.85688410477396,57.42803025600066,35.83712120788456,51.155303036211535,32.8074769318875,49.87664689559383,40.49324774158946,29.18692358026903,29.165184447982647
ALBU_HUMAN,13.797595546969209,39.33514490667933,14.060441344158297,18.85688410477396,0.42803025600066125,22.837121207884554,8.15530303621153,10.807476931887498,27.876646895593826,17.493247741589453,11.186923580269031,12.165184447982647
TPM3_HUMAN,16.434251354464326,25.206528573671516,20.35626158036435,18.49353991226908,31.958578351703785,16.708503921202425,25.9659529080377,9.67885964520537,28.278576750940505,16.47074007404795,21.929689006904773,19.67322392246995
MYL6_HUMAN,31.79759554696921,26.33514490667933,39.0604413441583,25.85688410477396,32.42803025600066,25.837121207884554,30.155303036211528,28.807476931887496,36.87664689559383,17.493247741589453,25.18692358026903,22.165184447982647
EF2_HUMAN,21.79759554696921,20.33514490667933,14.060441344158297,16.85688410477396,41.42803025600066,7.837121207884554,7.15530303621153,19.807476931887496,6.876646895593828,5.493247741589455,1.1869235802690312,4.1651844479826465
LDHA_HUMAN,22.89437060190085,23.502886682192024,11.466893523113376,16.024625880286656,28.215128186908863,10.695185859373812,21.94240096711973,25.28489583142363,14.902453322595779,15.970666641125586,12.903052883247547,21.95228237889085
TLN1_HUMAN,7.797595546969209,8.33514490667933,3.0604413441582974,14.856884104773961,28.42803025600066,8.837121207884554,10.15530303621153,10.807476931887498,5.876646895593828,2.493247741589455,14.186923580269031,20.165184447982647
COR1A_HUMAN,26.79759554696921,17.33514490667933,23.060441344158296,31.85688410477396,26.42803025600066,27.837121207884554,19.155303036211528,30.807476931887496,15.876646895593826,28.493247741589453,29.18692358026903,32.16518444798265
HNRPK_HUMAN,38.79759554696921,31.33514490667933,19.060441344158296,18.85688410477396,47.42803025600066,20.837121207884554,26.155303036211528,34.8074769318875,19.876646895593826,17.493247741589453,25.18692358026903,25.165184447982647
MDHM_HUMAN,12.797595546969209,15.335144906679329,11.060441344158297,16.85688410477396,30.42803025600066,9.837121207884554,17.155303036211528,26.807476931887496,30.876646895593826,13.493247741589455,14.186923580269031,21.165184447982647
ROA2_HUMAN,6.797595546969209,8.33514490667933,18.060441344158296,12.856884104773961,19.42803025600066,10.837121207884554,15.155303036211528,13.807476931887498,21.876646895593826,22.493247741589453,16.18692358026903,4.1651844479826465
EZRI_HUMAN,13.345479534395967,19.88303080145472,8.735274165050631,12.313454730079137,12.194177869526051,11.85716553466678,16.393610989092387,14.045783931094041,17.07931985396785,8.112401241192726,10.333916263679676,19.18522686741624
CH60_HUMAN,25.79759554696921,10.33514490667933,11.060441344158297,7.856884104773962,20.42803025600066,4.837121207884554,6.15530303621153,14.807476931887498,4.876646895593828,2.493247741589455,11.186923580269031,12.165184447982647
MYH11_HUMAN,-0.1838859343742989,-0.6154723806286473,1.1036512172981556,-0.08550273103956041,-5.483136382135249,1.8741582451975383,0.19645529740909673,1.865208798724046,-0.08002456586914697,2.5179390997981113,1.2116149384776875,0.21492315686617047
COF1_HUMAN,17.79759554696921,18.33514490667933,27.060441344158296,19.85688410477396,69.42803025600065,19.837121207884554,34.15530303621153,36.8074769318875,30.876646895593826,22.493247741589453,37.18692358026903,13.165184447982647
TBA4A_HUMAN,5.29460196329001,3.0297557408010345,5.8568485669061,10.946704966590367,12.218450788227223,4.232330758742098,8.448716198442975,9.903284961062303,8.068263907617753,2.493247741589455,6.4803367425004765,6.260992953994609
HBA_HUMAN,44.79759554696921,76.33514490667933,49.0604413441583,29.85688410477396,4.428030256000661,37.83712120788456,34.15530303621153,24.807476931887496,42.87664689559383,61.49324774158946,16.18692358026903,38.16518444798265
TBA1B_HUMAN,14.300589130648408,15.640534310976204,15.264033644573335,27.767063242957555,29.637609723774098,18.441910941771273,16.861889873980083,14.711668902712693,15.6850298835699,4.493247741589455,10.893510418037586,11.069376418807842
